IM,NM,DR,RG,CM,TL,AT,Horario
7900,VIDASALUS,"lira 192, local g",13,295,,0,"{'semana': 'Sábado: 11:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
6758,VIDASOLMAR,camino melipilla 7022,13,342,+56984483458,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
778,VILLA MEXICO,5 de abril 1094,13,296,+560225575031,0,"{'semana': 'Lunes - Domingo: 08:30 a 21:30 hrs.<br>Festivos: 08:30 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
1382,VILLA SUR,clotario blest 5435,13,315,+560225214601,0,"{'semana': 'Lunes - Sábado: 09:15 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:15 a 21:00 hrs.<br>', 'turno': ''}"
134,VILLANELO  ,villanelo n° 255,5,53,+56322711040,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:30 a 14:10 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
5299,VILLASANA,carrascal 3892,13,320,,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
135,VIÑAMARINA,arlegui n° 616,5,53,+56322714657,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 11:00 a 14:00 hrs.<br>Domingo: Cerrado<br>Festivos: 00:00 a 00:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
1168,VITA,av. lo barnechea 1205,13,309,+5622164081,0,"{'semana': 'Lunes - Viernes: 11:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 11:00 a 20:00 hrs.<br>', 'turno': ''}"
6666,VITA,av. concha y toro 625,13,327,,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
986,VITA,av. vicuña mackenna 9705,13,304,+560229816098,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
1701,VITA SPA,padre hurtado 13449,13,333,+560225290358,0,"{'semana': 'Lunes - Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
1670,VITALE,av. recoleta 624,13,321,,0,"{'semana': 'Lunes - Viernes: 09:00 a 14:00 y 15:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>Festivos: 09:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 14:00 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
7388,VITALFARMA,seminario 768 l-2,13,314,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado - Domingo: 10:00 a 19:00 hrs.<br>Festivos: 10:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7130,VITALFARMA,"seminario 768, local 2",13,314,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado - Domingo: 10:00 a 19:00 hrs.<br>Festivos: 10:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
4471,VITAUD,"avenida san pablo 6600, local 16",13,311,+560242694255,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5106,VITAUD 2.0,avenida las rejas sur 487,13,300,,0,"{'semana': 'Lunes - Viernes: 10:00 a 15:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 15:00 hrs.<br>', 'turno': ''}"
8085,VITERI,los duraznos 002,13,319,+5656965622460,0,"{'semana': 'Martes - Sábado: 10:00 a 14:00 y 15:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
4199,VIVE,bacteriologico 10835. local 2,13,304,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
5057,VIVI,observatorio 978,13,299,,0,"{'semana': 'Lunes - Viernes: 10:00 a 18:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
4989,WELEDA,"simon bolivar 4188, ñuñoa",13,314,+560222402701,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
7925,WILAMASI,los aymaras 56,15,1,,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:30 y 15:00 a 18:30 hrs.<br>Sábado: 09:30 a 14:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 14:30 y 15:00 a 18:30 hrs.<br>', 'turno': ''}"
7484,XANIPHARMA,santa rosa nº 603,5,55,+56954463886 / 342422219,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
2568,YORUGUA,la florida 6938.,13,304,+560225130896,0,"{'semana': 'Lunes - Domingo: 10:00 a 23:00 hrs.<br>Festivos: 10:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 23:00 hrs.<br>', 'turno': ''}"
7808,YOU PHARMA,"eusebio lillo 440-446, local 28",13,321,,0,"{'semana': 'Lunes - Sábado: 09:30 a 19:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 19:30 hrs.<br>', 'turno': ''}"
7137,ZAMARIN,"avenida nueva providencia n° 2186, local 3",13,317,,1,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
3310,ZEDEKIEL ARCANGEL,fundicion sur 134,4,31,+56512392283,0,"{'semana': 'Lunes - Sábado: 17:30 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 17:30 a 22:00 hrs.<br>', 'turno': ''}"
3418,ZONA VITAL,la pampa 3779 local 3-4 sector a 1,1,11,+56572730275,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 15:30 a 22:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 14:00 y 15:30 a 22:30 hrs.<br>', 'turno': ''}"
7142,ZUPHARMA,"avenida pedro fontova n° 6251, l. 2",13,301,,0,"{'semana': 'Lunes - Viernes: 10:00 a 18:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
6860,BOTICA CENTRO ASISTENCIAL DE ÑUñOA,avenida grecia 3980,13,314,,0,"{'semana': 'Lunes - Jueves: 08:30 a 17:30 hrs.<br>Viernes: 08:30 a 16:30 hrs.<br>Sábado y Domingo: Cerrado<br>Festivos: 08:30 a 17:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
4992,BOTICA CIUDADANA,pampa baja 678,4,30,+562427839,0,"{'semana': 'Lunes - Miércoles: 08:30 a 13:30 y 14:00 a 16:30 hrs.<br>Jueves: 08:30 a 16:30 hrs.<br>Viernes: 08:30 a 15:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 15:30 hrs.<br>', 'turno': ''}"
5410,BOTICA COMUNAL CASABLANCA,chacabuco 172,5,46,+56322277597,0,"{'semana': 'Martes: 09:30 a 14:30 hrs.<br>Miércoles: 12:00 a 17:00 hrs.<br>Jueves: 09:30 a 14:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4838,BOTICA COMUNAL LA ESTRELLA,los concejales l-2,3,21,+562244905,0,"{'semana': 'Lunes - Viernes: 08:00 a 13:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 13:30 hrs.<br>', 'turno': ''}"
6527,BOTICA COMUNITARIA,carmen n°1200,13,295,,0,"{'semana': 'Lunes - Jueves: 09:00 a 16:30 hrs.<br>Viernes: 09:00 a 15:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 15:30 hrs.<br>', 'turno': ''}"
4922,BOTICA COMUNITARIA DRA. ELOÍSA DÍAZ,santo domingo 916,13,295,,0,"{'semana': 'Lunes - Viernes: 09:00 a 12:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 12:00 hrs.<br>', 'turno': ''}"
7919,BOTICA GRISELDA HINOJOSA,manuel de salas 65,13,314,,1,"{'semana': 'Lunes - Jueves: 08:30 a 17:30 hrs.<br>Viernes: 08:30 a 16:30 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
4731,BOTICA MUNICIPAL,buenos aires 850,5,52,+563323448,0,"{'semana': 'Lunes - Jueves: 08:30 a 14:00 y 15:00 a 17:30 hrs.<br>Viernes: 08:30 a 14:00 y 15:00 a 16:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 y 15:00 a 16:30 hrs.<br>', 'turno': ''}"
6467,BOTICA MUNICIPAL LA CRUZ,av. 21 de mayo nº 5010,5,67,,0,"{'semana': 'Lunes - Viernes: 08:30 a 17:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 17:30 hrs.<br>', 'turno': ''}"
6435,BOTICA VILLA OLIMPICA,salvador 1350,13,314,,1,"{'semana': 'Lunes - Jueves: 08:30 a 17:30 hrs.<br>Viernes: 08:30 a 16:30 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
4709,CESFAM ADRIANA MADRID DE COSTABAL,"av. francisco costabal 78, maría pinto",13,340,,0,"{'semana': 'Lunes - Jueves: 08:30 a 18:30 hrs.<br>Viernes: 08:30 a 16:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
4945,CIUDADANA,avenida vicuña mackenna 7210,13,304,,0,"{'semana': 'Lunes - Jueves: 09:00 a 18:00 hrs.<br>Viernes: 09:30 a 17:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 17:30 hrs.<br>', 'turno': ''}"
4947,CIUDADANA,vicuña mackenna 10208,13,304,,0,"{'semana': 'Lunes - Jueves: 09:00 a 14:00 y 15:00 a 18:00 hrs.<br>Viernes: 09:00 a 14:00 y 15:00 a 17:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 15:00 a 17:00 hrs.<br>', 'turno': ''}"
4682,COMUNAL CMVM VIÑA DEL MAR,von schroeder 273,5,53,+562272200,0,"{'semana': 'Lunes - Jueves: 09:00 a 17:00 hrs.<br>Viernes: 09:00 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 hrs.<br>', 'turno': ''}"
4944,COMUNAL COLINA,alpatacal 540,13,330,,0,"{'semana': 'Lunes - Viernes: 09:00 a 17:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 17:00 hrs.<br>', 'turno': ''}"
4910,COMUNAL CONCON,chañarcillo 1150,5,47,,0,"{'semana': 'Lunes - Viernes: 09:30 a 12:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 12:30 hrs.<br>', 'turno': ''}"
4948,COMUNAL DE PADRE HURTADO,camino san alberto hurtado 3295,13,345,,1,"{'semana': 'Lunes - Jueves: 15:00 a 17:30 hrs.<br>Viernes: 15:00 a 16:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 15:00 a 16:30 hrs.<br>', 'turno': ''}"
5571,COMUNAL DE TIL TIL,ignacio carrera pinto 010,13,332,,1,"{'semana': 'Lunes - Viernes: 08:30 a 14:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:30 hrs.<br>', 'turno': ''}"
7129,COMUNAL DR. ALEXIS KALERGIS,amanda labarca 4835,13,312,,0,"{'semana': 'Lunes - Jueves: 09:00 a 14:00 y 15:00 a 17:00 hrs.<br>Viernes: 09:00 a 14:00 y 15:00 a 16:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 15:00 a 16:00 hrs.<br>', 'turno': ''}"
7938,COMUNAL ESMERALDA,carretera general san martín antigua 3487,13,330,,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
4937,COMUNAL ESTACIÓN CENTRAL,avenida libertador bernardo o'higgins 3920,13,300,,0,"{'semana': 'Lunes - Viernes: 09:00 a 14:00 y 15:00 a 17:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 y 15:00 a 17:00 hrs.<br>', 'turno': ''}"
4925,COMUNITARIA DE LA REINA,avenida alcalde fernando castillo velasco 8580,13,307,,0,"{'semana': 'Lunes - Viernes: 10:00 a 13:30 y 15:00 a 20:00 hrs.<br>Sábado: 10:00 a 13:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 13:30 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
9298,Comunitaria de Peñalolén,avenida grecia 8735,13,316,,0,"{'semana': 'Lunes - Viernes: 08:30 a 17:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 17:30 hrs.<br>', 'turno': ''}"
5854,COMUNITARIA DE RENCA,general freire 4935,13,322,,0,"{'semana': 'Lunes - Viernes: 11:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 11:00 a 20:00 hrs.<br>', 'turno': ''}"
4942,COMUNITARIA EL BOSQUE,alejandro guzmán 735,13,299,,0,"{'semana': 'Lunes - Viernes: 08:30 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 hrs.<br>', 'turno': ''}"
4940,COMUNITARIA ISLA DE MAIPO,alcalde lópez 9,13,344,,0,"{'semana': 'Lunes - Viernes: 08:30 a 13:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 13:00 hrs.<br>', 'turno': ''}"
4936,COMUNITARIA LA PINTANA,avenida santa rosa 12975,13,306,,0,"{'semana': 'Lunes - Jueves: 09:00 a 14:00 hrs.<br>Viernes: 09:00 a 13:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 hrs.<br>', 'turno': ''}"
4927,COMUNITARIA QUINTA NORMAL,carrascal 4447,13,320,,0,"{'semana': 'Lunes: 08:30 a 14:00 hrs.<br>Miércoles: 08:30 a 14:00 hrs.<br>Viernes: 08:30 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 hrs.<br>', 'turno': ''}"
4930,COMUNITARIA VIDA BUENA,avenida américo vespucio 002,13,305,,0,"{'semana': 'Lunes - Jueves: 09:00 a 14:00 y 15:00 a 17:00 hrs.<br>Viernes - Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 hrs.<br>', 'turno': ''}"
5171,FARMACIA CIUDADANA DE CALAMA,esmeralda n° 1814,2,16,+56552540418,0,"{'semana': 'Lunes - Jueves: 08:00 a 16:30 hrs.<br>Viernes: 08:00 a 15:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 15:30 hrs.<br>', 'turno': ''}"
4757,FARMACIA COMUNAL BANAMOR,pinto nº 29 quillota,5,64,+56332515029,1,"{'semana': 'Lunes - Jueves: 08:30 a 17:00 hrs.<br>Viernes: 08:30 a 16:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 16:00 hrs.<br>', 'turno': ''}"
4653,FARMACIA COMUNAL DE ANTOFAGASTA,"avenida septimo de linea 3505, antofagasta",2,12,+56968982465,0,"{'semana': 'Lunes - Viernes: 08:00 a 15:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 15:00 hrs.<br>', 'turno': ''}"
4695,FARMACIA COMUNAL DE IQUIQUE,la torre n° 345,1,5,+56572544700,1,"{'semana': 'Lunes - Jueves: 08:30 a 16:30 hrs.<br>Viernes: 08:30 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 hrs.<br>', 'turno': ''}"
4708,FARMACIA COMUNAL DE MACUL,"arturo prat 4345, macul",13,312,,0,"{'semana': 'Lunes - Jueves: 08:00 a 20:00 hrs.<br>Viernes: 08:00 a 19:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 19:00 hrs.<br>', 'turno': ''}"
4739,FARMACIA COMUNAL DE OLMUE,"av.granizo 5350 olmue, valparaiso",5,70,+562441963,0,"{'semana': 'Lunes - Viernes: 09:00 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 14:00 hrs.<br>', 'turno': ''}"
7634,FARMACIA COMUNAL DE SAN PEDRO,luis alberto nº 40,5,64,,1,"{'semana': 'Martes - Jueves: 08:30 a 14:00 y 14:30 a 17:00 hrs.<br>Viernes: 08:30 a 14:00 y 14:30 a 16:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 y 14:30 a 16:00 hrs.<br>', 'turno': ''}"
5406,FARMACIA COMUNAL LA CALERA,josé joaquín pérez nº 595-599 local 3 la calera,5,65,+5633332381800,0,"{'semana': 'Lunes - Jueves: 08:30 a 17:30 hrs.<br>Viernes: 08:30 a 16:30 hrs.<br>Sábado y Domingo: Cerrado<br>Festivos: 08:30 a 17:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
7923,FARMACIA COMUNAL MACHALI,avenida san juan 1200,6,90,+56722746700,0,"{'semana': 'Lunes - Martes: 09:00 a 13:00 y 13:30 a 17:00 hrs.<br>Miércoles: 09:00 a 13:30 hrs.<br>Jueves - Viernes: 09:00 a 13:00 y 13:30 a 17:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 y 13:30 a 17:00 hrs.<br>', 'turno': ''}"
4707,FARMACIA COMUNAL PABLO NERUDA,"dorsal 6741, lo prado",13,311,,0,"{'semana': 'Lunes - Jueves: 08:00 a 20:00 hrs.<br>Viernes: 08:00 a 19:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 19:00 hrs.<br>', 'turno': ''}"
4848,FARMACIA COMUNAL POZO ALMONTE,"comercio n° 397, pozo almonte, tarapacá",1,10,+56963336249,0,"{'semana': 'Lunes - Jueves: 08:00 a 16:30 hrs.<br>Viernes: 08:00 a 15:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 15:30 hrs.<br>', 'turno': ''}"
5450,FARMACIA COMUNAL QUINTERO,arturo prat n°1751,5,51,+56961702855,0,"{'semana': 'Lunes - Viernes: 08:30 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 hrs.<br>', 'turno': ''}"
7087,FARMACIA COMUNAL RANCAGUA,"av. bdo o'higgins 580, pza rodeo",6,83,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
8006,Farmacia Comunal Rinconada,san martin 988,5,57,+56342509500,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4998,FARMACIA COMUNAL SAN MIGUEL,teresa vial 1290,13,324,,0,"{'semana': 'Lunes - Viernes: 08:30 a 17:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 17:00 hrs.<br>', 'turno': ''}"
4993,FARMACIA COMUNITARIA,el mirador 70,4,36,+56532662440,0,"{'semana': 'Lunes: 08:00 a 13:30 hrs.<br>Miércoles - Viernes: 08:00 a 13:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 13:30 hrs.<br>', 'turno': ''}"
4697,FARMACIA COMUNITARIA  NICOLAS NARANJO PALACIOS,merced 1455,3,26,+56512614527,0,"{'semana': 'Lunes - Jueves: 09:30 a 13:00 y 14:00 a 16:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4711,FARMACIA COMUNITARIA DE PEñALOLEN,"av. grecia 8735, peñalolen",13,316,,0,"{'semana': 'Lunes: 08:30 a 12:30 hrs.<br>Martes: 13:30 a 17:30 hrs.<br>Miércoles: 08:30 a 12:30 hrs.<br>Jueves: 13:30 a 17:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4732,FARMACIA COMUNITARIA DR. GERMAN IRARRAZABAL JAQUE,"molina 1, limache",5,68,+562419251,0,"{'semana': 'Lunes - Jueves: 08:30 a 14:00 y 15:00 a 17:30 hrs.<br>Viernes: 08:30 a 14:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 14:00 hrs.<br>', 'turno': ''}"
8152,FARMACIA COMUNITARIA JAIME CRUZ CALERA DE TANGO,avenida calera de tango 345,13,335,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
5996,FARMACIA COMUNITARIA LAS CABRAS,calle prat 715,6,89,+56976158932,0,"{'semana': 'Lunes - Jueves: 08:00 a 13:00 y 14:00 a 17:30 hrs.<br>Viernes: 08:00 a 12:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 12:30 hrs.<br>', 'turno': ''}"
5973,FARMACIA COMUNITARIA MUNICIPAL DE SALAMANCA,matilde salamanca n° 113,4,39,+562448600,0,"{'semana': 'Miércoles: 08:30 a 12:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
6346,FARMACIA COMUNITARIA PAREDONES,i-620 15,6,105,+56722250543,0,"{'semana': 'Lunes - Viernes: 08:00 a 13:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 13:00 hrs.<br>', 'turno': ''}"
8166,FARMACIA COMUNITARIA PERALILLO,avenida bernardo o´higgins n°237,6,112,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4895,FARMACIA COMUNITARIA PLACILLA,calle almirante latorre nº 2229,6,113,,0,"{'semana': 'Lunes - Martes: 10:00 a 13:00 y 14:00 a 18:30 hrs.<br>Miércoles: 09:00 a 13:00 y 14:00 a 16:30 hrs.<br>Jueves: 10:00 a 13:00 y 14:00 a 18:30 hrs.<br>Viernes: 09:00 a 13:00 y 14:00 a 16:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 13:00 y 14:00 a 16:30 hrs.<br>', 'turno': ''}"
4728,FARMACIA COMUNITARIA POPULAR,freire esq. cruz constitución,7,117,+562249976,0,"{'semana': 'Lunes - Viernes: 08:00 a 13:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 13:00 hrs.<br>', 'turno': ''}"
4691,FARMACIA COMUNITARIA POPULAR,"maipu nº1846, molina",7,132,+5696513686,0,"{'semana': 'Lunes: 12:00 a 15:00 hrs.<br>Miércoles: 12:00 a 15:00 hrs.<br>Viernes: 12:00 a 15:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 12:00 a 15:00 hrs.<br>', 'turno': ''}"
4897,FARMACIA COMUNITARIA RENGO,manuel rodriguez nº344,6,97,,0,"{'semana': 'Lunes - Jueves: 09:00 a 17:00 hrs.<br>Viernes: 09:00 a 16:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 16:00 hrs.<br>', 'turno': ''}"
6444,FARMACIA JUNTO A TI,36 oriente nº3431,7,116,,1,"{'semana': 'Lunes - Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
6757,FARMACIA JUNTO A TI,12 norte nº1473,7,116,+5640087268,1,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 14:00 hrs.<br>Festivos: 10:00 a 14:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5874,FARMACIA JUNTO A TI,1 sur nº1841,7,116,+562203734,1,"{'semana': 'Lunes - Viernes: 09:00 a 15:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 15:00 hrs.<br>', 'turno': ''}"
6637,FARMACIA MÓVIL,1 norte 2 y 3 oriente nº1350 talca,7,116,+56976276787,0,"{'semana': 'Lunes - Viernes: 09:00 a 16:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 16:00 hrs.<br>', 'turno': ''}"
4991,FARMACIA MUNICIPAL,avenida alessandri 271,4,31,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4994,FARMACIA MUNICIPAL,san martin 275,4,35,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
