IM,NM,DR,RG,CM,TL,AT,Horario
1113,CRUZ VERDE,av. cristobal colon 6071,13,308,+560222247191,0,"{'semana': 'Lunes - Viernes: 08:30 a 00:00 hrs.<br>Sábado: 09:00 a 00:00 hrs.<br>Domingo: 10:00 a 00:00 hrs.<br>Festivos: 10:00 a 00:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 00:00 hrs.<br>', 'turno': ''}"
4327,CRUZ VERDE,alcalde fernando castillo velasco 8751. locles 1 y 2.,13,307,+560226944000,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
2285,CRUZ VERDE,avenida o'higgins 2681,8,148,+562369254,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
820,CRUZ VERDE ,av. independencia   4801,13,298,+560222074753,0,"{'semana': 'Lunes - Sábado: 09:30 a 00:00 hrs.<br>Domingo: 10:00 a 00:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 00:00 hrs.<br>', 'turno': ''}"
971,CRUZ VERDE,av. la florida 9660   locales 9-10,13,304,+560222972469,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1130,CRUZ VERDE,av. presidente kennedy 9001. mall alto las condes,13,308,+560222331092,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
2419,CRUZ VERDE,freire 500,8,152,+56412454189,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado: 09:30 a 21:30 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
839,CRUZ VERDE,gran avenida jose miguel carrera 10375. local 40. interior tottus,13,299,+560222301885,0,"{'semana': 'Lunes - Domingo: 09:10 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:10 a 22:00 hrs.<br>', 'turno': ''}"
3192,CRUZ VERDE,"esmeralda nº 700, local nº 5",14,235,+56632323480,0,"{'semana': 'Lunes - Viernes: 08:30 a 21:30 hrs.<br>Sábado: 09:00 a 21:30 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
2515,CRUZ VERDE,villagran 770,8,169,+5643524246,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 14:00 y 15:30 a 21:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1615,CRUZ VERDE ,av. o'higgins   99,13,319,+560226272254,0,"{'semana': 'Lunes - Viernes: 11:00 a 22:30 hrs.<br>Sábado: 11:30 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 11:00 a 22:30 hrs.<br>', 'turno': ''}"
1164,CRUZ VERDE,av. la dehesa 1445   local 2093   portal la dehesa,13,309,+560222166901,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado - Domingo: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
1951,CRUZ VERDE,"av. bernardo o'higgins 200, local 107",13,342,,0,"{'semana': 'Lunes - Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
1476,CRUZ VERDE,santa isabel 865  local 2,13,317,+560222259575,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
331,CRUZ VERDE,av. pacifico 5095 gómez carreño,5,53,+562862583,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
1338,CRUZ VERDE,av. jose pedro alessandri 331 333,13,314,+560222054200,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4023,CRUZ VERDE,av. larrain 5862. local bf-117. mall plaza egaña,13,307,+560282098605,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 21:30 hrs.<br>Festivos: 10:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
1652,CRUZ VERDE ,av. peru 805-831 l-a,13,321,+560227380438,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1053,CRUZ VERDE,av. principe de gales 9200,13,307,+560222759205,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
1830,CRUZ VERDE,bandera 313,13,295,+560226714763,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:30 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 21:30 hrs.<br>', 'turno': ''}"
1200,CRUZ VERDE,avda. jose pedro alessandri 4105,13,312,+560222839983,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
1991,CRUZ VERDE,vitacura 3480,13,326,+560222301848,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
1848,CRUZ VERDE,paseo ahumada 127,13,295,+560226956933,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4525,CRUZ VERDE,av. pedro fontova 7523,13,301,,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:30 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 21:30 hrs.<br>', 'turno': ''}"
934,CRUZ VERDE ,gran avenida jose miguel carrera 8501. petrobras,13,303,+560225271723,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado: 10:00 a 23:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
3577,CRUZ VERDE,cordovez 671,4,30,,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:30 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
1866,CRUZ VERDE ,almirante latorre 310,13,295,+560226719138,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:30 hrs.<br>Domingo: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
1240,CRUZ VERDE,av. americo vespucio norte 1955. interior lider,13,313,+560227441719,0,"{'semana': 'Lunes - Domingo: 08:30 a 22:00 hrs.<br>Festivos: 08:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
803,CRUZ VERDE,av. paseo colina sur 14500. l-113  piedra roja. vivo piedra roja,13,330,+560229464684,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 20:30 hrs.<br>', 'turno': ''}"
1114,CRUZ VERDE,av. el bosque norte 190  local 1,13,308,+560222318096,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 10:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
4328,CRUZ VERDE,avenida américo vespucio 1076. locales 14 y 15.,13,313,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
973,CRUZ VERDE,san jose de la estrella 1370. interior puerto cristo,13,304,+560222628123,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
1131,CRUZ VERDE,av. presidente kennedy 5601  supermercado tottus,13,308,+560222115971,0,"{'semana': 'Lunes - Domingo: 09:30 a 22:00 hrs.<br>Festivos: 09:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
3622,CRUZ VERDE,balmaceda 1397,4,30,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7380,CRUZ VERDE,libertad n°1190,16,179,+5650165833,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
7699,CRUZ VERDE,"camino a melipilla 7003, local a-1",13,296,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 09:30 a 20:00 hrs.<br>Domingo: 10:00 a 19:00 hrs.<br>Festivos: 10:00 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
840,CRUZ VERDE,gran avenida jose miguel carrera 9863,13,299,+560225479262,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:30 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
93,CRUZ VERDE,av. valparaiso n° 640,5,53,+56322714701,0,"{'semana': 'Lunes - Sábado: 08:30 a 18:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 18:30 hrs.<br>', 'turno': ''}"
283,CRUZ VERDE,"avda. libertador bernardo o'higgins n° 1150, l-1030",5,77,+562399,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
1460,CRUZ VERDE,av. andres bello 2447. interior costanera center,13,317,+560226944000,0,"{'semana': 'Lunes - Domingo: 08:00 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:00 a 22:30 hrs.<br>', 'turno': ''}"
1166,CRUZ VERDE,valle apacible  10528,13,309,+560222178571,0,"{'semana': 'Lunes - Viernes: 09:30 a 22:00 hrs.<br>Sábado: 11:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
3656,CRUZ VERDE,avda 18 septiembre 5040 local 9-10,4,30,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
2545,CRUZ VERDE,av. jorge kenrick nº35 local 3 y 4,5,45,+563521337,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 09:30 a 19:00 hrs.<br>Festivos: 09:30 a 19:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
1477,CRUZ VERDE,seminario 101,13,317,+560222227464,0,"{'semana': 'Lunes - Viernes: 09:30 a 22:00 hrs.<br>Sábado: 10:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
332,CRUZ VERDE,av. valparaiso 786,5,53,+56322687977,0,"{'semana': 'Lunes - Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
9193,Cruz Verde,camino el alba 11969,13,308,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
5602,CRUZ VERDE,"los laureles n° 80, isla teja, valdivia",14,232,,0,"{'semana': 'Lunes - Sábado: 09:30 a 22:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
1339,CRUZ VERDE,av. ossa  1220,13,314,+560222274680,0,"{'semana': 'Lunes - Sábado: 08:30 a 23:00 hrs.<br>Domingo: 10:00 a 22:30 hrs.<br>Festivos: 10:00 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 23:00 hrs.<br>', 'turno': ''}"
6732,CRUZ VERDE,"av. américo vespucio 1737, locales be1097, be1101, interior mall plaza norte",13,301,,0,"{'semana': 'Lunes - Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
1054,CRUZ VERDE ,av. la dehesa 1751,13,309,+560222167608,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado - Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
6384,CRUZ VERDE,"almirante latorre n° 310, local 3",13,295,,0,"{'semana': 'Lunes - Domingo: 08:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
1831,CRUZ VERDE,compañia de jesus 2304 2308  local 5-6,13,295,+560226728759,0,"{'semana': 'Lunes - Viernes: 08:00 a 22:00 hrs.<br>Sábado - Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 22:00 hrs.<br>', 'turno': ''}"
1992,CRUZ VERDE,vitacura 4175,13,326,+560222072048,0,"{'semana': 'Lunes - Viernes: 08:00 a 23:00 hrs.<br>Sábado: 09:30 a 23:00 hrs.<br>Domingo: 10:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 08:00 a 23:00 hrs.<br>', 'turno': ''}"
8005,CRUZ VERDE,avda españa nº717 local 8-9,7,129,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
4050,CRUZ VERDE,franklin 798,13,295,+560225550313,0,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 10:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
1675,CRUZ VERDE,av. domingo santa maria 3962. interior santa isabel,13,322,+560226413142,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
186,CRUZ VERDE,av. pedro montt 1902,5,45,+56322745048,0,"{'semana': 'Lunes - Domingo: 00:00 a 00:00 hrs.<br>Festivos: 00:00 a 00:00 hrs.<br>', 'dia': 'Viernes: 00:00 a 00:00 hrs.<br>', 'turno': ''}"
1849,CRUZ VERDE,paseo ahumada 201,13,295,+560226640549,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
6615,CRUZ VERDE,av. libertad 1191,5,53,+56226944000,0,"{'semana': 'Lunes - Domingo: 09:00 a 20:30 hrs.<br>Festivos: 09:00 a 20:30 hrs.<br>', 'dia': 'Viernes: 09:00 a 20:30 hrs.<br>', 'turno': ''}"
4526,CRUZ VERDE,"av. holanda 2954, local 1",13,314,,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 10:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4809,CRUZ VERDE,san ignacio 1624,13,345,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado - Domingo: 09:30 a 21:00 hrs.<br>Festivos: 09:30 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3578,CRUZ VERDE ,"ruta 5, parcela 69, sector vega sur, local 1033, mall portal",4,30,,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: 09:30 a 22:00 hrs.<br>Festivos: 08:30 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
1867,CRUZ VERDE ,san diego 1102,13,295,+560225550178,0,"{'semana': 'Lunes - Viernes: 08:30 a 21:00 hrs.<br>Sábado: 08:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
1241,CRUZ VERDE,central 129 (ex 145),13,313,+560225321025,0,"{'semana': 'Lunes - Sábado: 08:30 a 21:30 hrs.<br>Domingo: 09:00 a 21:30 hrs.<br>Festivos: 09:00 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
1115,CRUZ VERDE,evaristo lillo 29  local 1    escuela militar,13,308,+560222280727,0,"{'semana': 'Lunes - Viernes: 07:30 a 22:15 hrs.<br>Sábado: 09:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 07:30 a 22:15 hrs.<br>', 'turno': ''}"
248,CRUZ VERDE,av. humeres n° 552,5,60,+56332763352,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:30 a 21:00 hrs.<br>Festivos: 10:30 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
974,CRUZ VERDE,"sanchez fontecilla 8968  locales 9,10,11. interior lider",13,304,+560222301898,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 08:30 a 22:30 hrs.<br>Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
6284,CRUZ VERDE ,chacabuco nº294,5,46,+56999496271,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: 10:00 a 18:00 hrs.<br>Festivos: 10:00 a 18:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
1132,CRUZ VERDE,rosario norte 100,13,308,+560223705358,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 09:30 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
841,CRUZ VERDE ,gran avenida jose miguel carrera 13065,13,299,+560225294419,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: 09:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
4881,CRUZ VERDE,av. edmundo eluchans 2030 l-2,5,53,+560226944813,0,"{'semana': 'Lunes - Viernes: 08:30 a 18:30 hrs.<br>Sábado: 08:30 a 14:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 18:30 hrs.<br>', 'turno': ''}"
94,CRUZ VERDE,av. valparaiso n° 404,5,53,+56322714044,0,"{'semana': 'Lunes - Domingo: 00:00 a 00:00 hrs.<br>Festivos: 00:00 a 00:00 hrs.<br>', 'dia': 'Viernes: 00:00 a 00:00 hrs.<br>', 'turno': ''}"
4160,CRUZ VERDE,ricardo lyon 3154,13,314,,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
1461,CRUZ VERDE,barcelona 2095,13,317,+560222331363,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:00 hrs.<br>Sábado: 09:00 a 14:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:00 a 21:00 hrs.<br>', 'turno': ''}"
305,CRUZ VERDE,carretera f 30 - e   km 45 loc 1 maitencillo,5,49,+56342771581,0,"{'semana': 'Lunes - Domingo: 08:30 a 18:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 18:30 hrs.<br>', 'turno': ''}"
1954,CRUZ VERDE,av. bernardo o'higgins 1132,13,342,+560228380235,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado: 10:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
1340,CRUZ VERDE,avenida pedro de valdivia 2520,13,314,+560222090194,0,"{'semana': 'Lunes - Sábado: 08:30 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
6602,CRUZ VERDE,"avenida conha y toro 1086-1088-1090, plazuela independencia locales 26, 27 y 28",13,327,,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
1993,CRUZ VERDE,av. vitacura 8201,13,326,+560222294671,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado: 10:30 a 22:00 hrs.<br>Domingo: 11:00 a 23:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
4051,CRUZ VERDE,los toros 5441,13,327,+560228749336,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1676,CRUZ VERDE,av. domingo santa maria 4112. interior montserrat,13,322,+560226464927,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1850,CRUZ VERDE,paseo ahumada 298,13,295,+560226724021,0,"{'semana': 'Lunes - Domingo: 08:30 a 21:30 hrs.<br>Festivos: 08:30 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
5956,CRUZ VERDE,ocho norte 313,5,53,+5626944000,0,"{'semana': 'Lunes - Domingo: 08:30 a 18:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 18:30 hrs.<br>', 'turno': ''}"
4300,CRUZ VERDE,"avenica circunvalación nº1055, local 168,169.170 talca",7,116,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado - Domingo: 10:00 a 21:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3579,CRUZ VERDE,balmaceda 3464,4,30,,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1242,CRUZ VERDE,ingeniero eduardo dominguez 666. la farfana. strip center santa isabel,13,313,+560229427215,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
2303,CRUZ VERDE,"avda. ecuador nº 599, local 1060 (tottus)",16,179,+562275447,0,"{'semana': 'Lunes - Domingo: 08:30 a 21:30 hrs.<br>Festivos: 08:30 a 21:30 hrs.<br>', 'dia': 'Viernes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
56,CRUZ VERDE,"ramón freire n° 2414, local 1028, belloto",5,50,+562984011,0,"{'semana': 'Lunes - Sábado: 08:30 a 18:00 hrs.<br>Domingo: 09:00 a 18:00 hrs.<br>', 'dia': 'Viernes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
1116,CRUZ VERDE,av. francisco bilbao  4144. l-235.interior jumbo,13,308,+560222632920,0,"{'semana': 'Lunes - Sábado: 08:00 a 22:30 hrs.<br>Domingo: 09:00 a 22:30 hrs.<br>Festivos: 09:00 a 22:30 hrs.<br>', 'dia': 'Viernes: 08:00 a 22:30 hrs.<br>', 'turno': ''}"
5477,CRUZ VERDE,carlos condell n° 1687 quillota,5,64,,0,"{'semana': 'Lunes - Sábado: 09:30 a 18:00 hrs.<br>Domingo: 10:00 a 18:00 hrs.<br>Festivos: 10:00 a 18:00 hrs.<br>', 'dia': 'Viernes: 09:30 a 18:00 hrs.<br>', 'turno': ''}"
2280,CRUZ VERDE,condell 175,8,160,+56412619817,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
975,CRUZ VERDE,serafin zamora 57 63,13,304,+560222934147,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
75,CRUZ VERDE,av. valparaíso n° 664,5,52,+562957566,0,"{'semana': 'Lunes - Sábado: 08:30 a 18:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Viernes: 08:30 a 18:30 hrs.<br>', 'turno': ''}"
3624,CRUZ VERDE,"avda. el sauce 981, local 105, sindempart",4,31,+56512266891 - 932003261,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Viernes: Cerrado', 'turno': ''}"
5835,CRUZ VERDE,av. borgoño 14650 l-4,5,53,,0,"{'semana': 'Lunes - Domingo: 10:00 a 18:00 hrs.<br>', 'dia': 'Viernes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
