IM,NM,DR,RG,CM,TL,AT,Horario
3673,FARMACIA CRUZ VERDE,avenida einstein n°287 local 116,6,83,+56722216146,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 09:30 a 22:00 hrs.<br>Festivos: 09:30 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3450,FARMACIA CRUZ VERDE,sotomayor nº 1898,2,16,+56552343906,0,"{'semana': 'Lunes - Viernes: 08:30 a 23:30 hrs.<br>Sábado - Domingo: 10:00 a 22:30 hrs.<br>Festivos: 10:00 a 22:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 23:30 hrs.<br>', 'turno': ''}"
3474,FARMACIA CRUZ VERDE,"av. balmaceda nº 3242, l-145",2,16,+56552319790,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
5047,FARMACIA CRUZ VERDE,avenida manuel labra lillo nº350,7,129,+56698445006,0,"{'semana': 'Lunes - Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3778,FARMACIA CRUZ VERDE,orlandi n° 34,6,115,+56722822449,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:00 hrs.<br>Sábado: 08:30 a 21:30 hrs.<br>Domingo: 09:30 a 21:00 hrs.<br>Festivos: 09:30 a 21:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:00 hrs.<br>', 'turno': ''}"
341,FARMACIA CRUZ VERDE,vivar 854,1,5,+56572318321,0,"{'semana': 'Lunes - Viernes: 08:30 a 21:00 hrs.<br>Sábado: 09:30 a 20:00 hrs.<br>Domingo: 10:00 a 18:00 hrs.<br>Festivos: 10:30 a 18:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3674,FARMACIA CRUZ VERDE,av. pedro aguirre cerda nº 9400,2,12,+56552236072,0,"{'semana': 'Lunes - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
4420,FARMACIA CRUZ VERDE,maipu nº 210,2,12,,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:30 a 22:00 hrs.<br>Festivos: 10:30 a 22:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
342,FARMACIA CRUZ VERDE,av. franciso bilbao 3545 local 14,1,5,+56572329247,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: 09:00 a 18:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3835,FARMACIA CRUZ VERDE,quechereguas n°1995,7,132,,0,"{'semana': 'Lunes - Sábado: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>', 'turno': ''}"
3675,FARMACIA CRUZ VERDE,samuel roman rojas n° 810 local 1,6,83,+56722955190,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3780,FARMACIA CRUZ VERDE,avenida ortuzar n°323 local 1,6,100,+56722842080,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:30 a 20:00 hrs.<br>Festivos: 10:30 a 20:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5485,FARMACIA CRUZ VERDE,"tarapaca n° 503, esq. obispo labbe",1,5,,0,"{'semana': 'Lunes - Sábado: 08:30 a 17:45 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:30 a 17:45 hrs.<br>', 'turno': ''}"
343,FARMACIA CRUZ VERDE,manuel rodriguez 964 local 8,1,5,+56572790185,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:30 hrs.<br>Sábado: 09:30 a 19:30 hrs.<br>Domingo: 10:00 a 17:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
6264,FARMACIA CRUZ VERDE,"av. brasil n° 941, centro comercial tottus",3,26,,0,"{'semana': 'Lunes - Viernes: 10:00 a 21:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3131,FARMACIA CRUZ VERDE,arturo prat n° 1101,3,26,+56512610254,0,"{'semana': 'Lunes - Viernes: 08:30 a 23:00 hrs.<br>Sábado: 09:30 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 23:00 hrs.<br>', 'turno': ''}"
3477,FARMACIA CRUZ VERDE,"av. chorrillos nº 1749, l-109, int jumbo",2,16,+56552346133,0,"{'semana': 'Lunes - Domingo: 08:30 a 22:30 hrs.<br>Festivos: 08:30 a 22:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
322,FARMACIA CRUZ VERDE,héroes de la concepción 2555 l158-160a,1,5,+56572439694,0,"{'semana': 'Lunes - Domingo: 08:30 a 19:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 19:30 hrs.<br>', 'turno': ''}"
7513,FARMACIA CRUZ VERDE,"avenida colin, 0635 local 2",7,116,,0,"{'semana': 'Lunes - Sábado: 08:30 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3781,FARMACIA CRUZ VERDE,miraflores n° 399,6,108,+56722781395,0,"{'semana': 'Lunes - Viernes: 09:30 a 21:00 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 21:00 hrs.<br>', 'turno': ''}"
344,FARMACIA CRUZ VERDE,genaro gallo 2955 local 7,1,5,+56572248817,0,"{'semana': 'Lunes - Viernes: 09:00 a 23:00 hrs.<br>Sábado: 11:00 a 15:00 y 17:00 a 23:00 hrs.<br>Domingo: 11:30 a 14:30 y 17:00 a 23:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
6020,FARMACIA CRUZ VERDE,"chacabuco n° 209, int. unimarc",3,21,"+56226944000, anexo 51077",0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3921,FARMACIA CRUZ VERDE,1 sur nº 1196,7,116,,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4185,FARMACIA CRUZ VERDE,paseo independencia nº 757,6,83,+5602800802800 5793,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:30 hrs.<br>Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
6422,FARMACIA CRUZ VERDE,tangue 26 - 36,4,40,+5682996529,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 09:30 a 21:00 hrs.<br>Festivos: 09:30 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3782,FARMACIA CRUZ VERDE,arturo prat n°140,6,97,+56722514306,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:30 hrs.<br>Domingo: 10:30 a 19:30 hrs.<br>Festivos: 10:30 a 19:30 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
4284,FARMACIA CRUZ VERDE,maipu n° 110  mall plaza copiapo,3,21,+56022237000,0,"{'semana': 'Lunes - Domingo: 10:00 a 21:30 hrs.<br>Festivos: 10:00 a 21:30 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:30 hrs.<br>', 'turno': ''}"
9316,FARMACIA CRUZ VERDE,german riesco 510,6,99,,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3942,FARMACIA CRUZ VERDE,2 sur nº 2015,7,116,,0,"{'semana': 'Lunes - Domingo: 09:00 a 21:00 hrs.<br>Festivos: 09:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
323,FARMACIA CRUZ VERDE,heroes de la concepcion 2855,1,5,+56572248719,0,"{'semana': 'Lunes - Sábado: 08:30 a 21:30 hrs.<br>Domingo: 09:00 a 20:30 hrs.<br>Festivos: 09:00 a 20:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
3800,FARMACIA CRUZ VERDE,"av. j.m. carrera nº 1527, local 3",2,12,+56552224232,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3870,FARMACIA CRUZ VERDE,eleuterio ramirez nº1977-1979,2,16,+56552364724,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:30 hrs.<br>Sábado: 10:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
4083,FARMACIA CRUZ VERDE,av. pedro aguirre cerda nº 11385,2,12,,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:00 hrs.<br>Sábado: 09:00 a 20:30 hrs.<br>Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 08:00 a 21:00 hrs.<br>', 'turno': ''}"
3463,FARMACIA CRUZ VERDE,latorre nº 1997,2,16,+56552363079,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
3923,FARMACIA CRUZ VERDE,1 norte nº 1518,7,116,,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4139,FARMACIA CRUZ VERDE,barros arana 805,1,5,+56572210561,0,"{'semana': 'Lunes - Sábado: 09:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 21:30 hrs.<br>', 'turno': ''}"
3128,FARMACIA CRUZ VERDE,atacama n° 567,3,21,+56522230220,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
7417,FARMACIA CRUZ VERDE,"av. diego portales 81, strip center, local 7",6,99,+56226944000,0,"{'semana': 'Lunes - Domingo: 08:30 a 21:00 hrs.<br>Festivos: 08:30 a 21:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3126,FARMACIA CRUZ VERDE,o'higgins  n° 500,3,21,+56522241213,0,"{'semana': 'Lunes - Viernes: 08:30 a 22:30 hrs.<br>Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
6593,FARMACIA CRUZ VERDE,"av. bernardo o´higgins 701 locales: 2228, 2232, 2236",6,106,+56226944000/51098,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: 10:30 a 21:00 hrs.<br>Festivos: 10:30 a 21:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3972,FARMACIA CRUZ VERDE,"avda. bernardo o´higgins n° 201, local 1008",7,129,,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
7251,FARMACIA CRUZ VERDE,ossa cerda n° 330,3,22,+5602226944000,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
335,FARMACIA CRUZ VERDE ,tarapaca 496,1,5,+56572425641,0,"{'semana': 'Lunes - Sábado: 08:30 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:30 a 20:30 hrs.<br>', 'turno': ''}"
3283,FARMACIA CRUZ VERDE,21 de mayo nº 1685-1687,2,19,+56552815523,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:30 hrs.<br>Sábado: 09:30 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
3662,FARMACIA CRUZ VERDE,brasil n° 801,6,83,+56722222180,0,"{'semana': 'Lunes - Viernes: 08:30 a 21:30 hrs.<br>Sábado: 08:30 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
3127,FARMACIA CRUZ VERDE,"av. copayapu  n° 2406, int. portal jumbo",3,21,+56522221622,0,"{'semana': 'Lunes - Sábado: 08:30 a 22:30 hrs.<br>Domingo: 09:00 a 22:30 hrs.<br>Festivos: 09:00 a 22:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 22:30 hrs.<br>', 'turno': ''}"
6598,FARMACIA CRUZ VERDE,diagonal doñihue 2251,6,83,,0,"{'semana': 'Lunes - Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
3329,FARMACIA CRUZ VERDE ,avenida ramon perez opazo nº 3161 local 5 y 6,1,11,+56572248754,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
4059,FARMACIA CRUZ VERDE,arturo prat nº 61. rengo,6,97,+560222301889,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 18:00 hrs.<br>Festivos: 09:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5596,FARMACIA CRUZ VERDE,"chacabuco n° 281, quillota",5,64,+562319578,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
3664,FARMACIA CRUZ VERDE,independencia n° 602,6,83,+56722228311,0,"{'semana': 'Lunes - Viernes: 08:30 a 21:00 hrs.<br>Sábado: 09:00 a 20:30 hrs.<br>Domingo: 10:30 a 19:30 hrs.<br>Festivos: 10:30 a 19:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3465,FARMACIA CRUZ VERDE,latorre nº 1965,2,16,+56552312133,0,"{'semana': 'Lunes - Viernes: 08:30 a 23:00 hrs.<br>Sábado: 09:00 a 23:00 hrs.<br>Domingo: 11:30 a 21:00 hrs.<br>Festivos: 11:30 a 21:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 23:00 hrs.<br>', 'turno': ''}"
3129,FARMACIA CRUZ VERDE,"colipi  n° 484, mall plaza real",3,21,+56522242275,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 09:30 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3332,FARMACIA CRUZ VERDE,tarapaca 1695,1,5,+56572415437,0,"{'semana': 'Lunes - Viernes: 08:00 a 21:30 hrs.<br>Sábado - Domingo: 10:00 a 21:30 hrs.<br>Festivos: 10:00 a 21:30 hrs.<br>', 'dia': 'Lunes: 08:00 a 21:30 hrs.<br>', 'turno': ''}"
3804,FARMACIA CRUZ VERDE,"av. balmaceda nº 2355, interior tottus",2,12,+56552533536,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 09:30 a 22:00 hrs.<br>Festivos: 09:30 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4060,FARMACIA CRUZ VERDE,cuevas nº 405. local 1030. mall del centro,6,83,+560222301814,0,"{'semana': 'Lunes - Domingo: 09:30 a 21:30 hrs.<br>Festivos: 09:30 a 21:30 hrs.<br>', 'dia': 'Lunes: 09:30 a 21:30 hrs.<br>', 'turno': ''}"
3683,FARMACIA CRUZ VERDE,m. a. matta nº1919,2,12,+56552551580,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:30 hrs.<br>', 'turno': ''}"
3130,FARMACIA CRUZ VERDE,"av. los carrera n° 3356, stripcenter jumbo",3,21,+56522222482,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
6795,FARMACIA CRUZ VERDE 1109,av. pedro aguirre cerda n°10578,2,12,+5655226944000,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
9079,FARMACIA CRUZ VERDE 9104,avenida la feria 48 local 2,4,40,+56966374678,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
3927,FARMACIA CUBILLOS,1 sur nº 1606,7,116,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
4147,FARMACIA CUREPTO,o'higgins n°1,7,118,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7622,FARMACIA DAFARMA,"avenida barros luco nº 1401, local 1",5,71,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
6184,FARMACIA DE LA FAMILIA,5 oriente nº1120 talca,7,116,+5609865415699,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
6634,FARMACIA DE LA FAMILIA Nº2,2 sur nº1501 talca,7,116,+56986515699,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:30 hrs.<br>Sábado: 10:00 a 18:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:30 hrs.<br>', 'turno': ''}"
7898,FARMACIA DE MARÍA ELENA - FRACCIÓN,diego de almagro sin numero,2,20,+5636541152,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
5461,FARMACIA DE URGENCIA,bajos de matte n° 0620,13,334,,1,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
6865,FARMACIA DEL CACHAPOAL,ruta travesia ex ruta 5 sur n° 480,6,93,+56964074122,1,"{'semana': 'Lunes - Sábado: 09:15 a 20:15 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:15 a 20:15 hrs.<br>', 'turno': ''}"
4084,FARMACIA DEL DESIERTO,huamachuco nº 9003,2,12,+565559025545,0,"{'semana': 'Lunes - Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
5235,FARMACIA DEL DESIERTO II,"huamachuco 9163, antofagasta",2,12,+56978916495,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
5867,FARMACIA DEL DESIERTO MEF,av. pedro aguirre cerda n°9630,2,12,+56552866597,0,"{'semana': 'Lunes - Domingo: 09:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3156,FARMACIA DEL DR.  SIMI,atacama n° 592,3,21,+56522381337,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3157,FARMACIA DEL DR. SIMI,maipu   n° 445,3,21,+56522384916,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 09:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5037,FARMACIA DEL DR. SIMI,"avda. heroes de la concepcion 2608, iquique",1,5,+56572767902,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:30 hrs.<br>Sábado: 10:00 a 19:30 hrs.<br>Domingo: 11:00 a 19:30 hrs.<br>', 'dia': 'Lunes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
6818,FARMACIA DEL DR. SIMI,merino jarpa n° 552,3,24,+56976856843,0,"{'semana': 'Lunes - Sábado: 09:30 a 14:00 y 15:00 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 14:00 y 15:00 a 20:30 hrs.<br>', 'turno': ''}"
3158,FARMACIA DEL DR. SIMI,arturo prat n° 850,3,26,+56512547431,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5444,FARMACIA DEL DR. SIMI,"diego portales 331, coquimbo",4,31,+569942995598,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:30 hrs.<br>Sábado: 09:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:30 hrs.<br>', 'turno': ''}"
3636,FARMACIA DEL DR. SIMI,avenida balmaceda 887,4,30,,0,"{'semana': 'Lunes - Sábado: 08:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:00 a 21:00 hrs.<br>', 'turno': ''}"
3655,FARMACIA DEL DR. SIMI,aldunate 1185,4,31,+56512310885,0,"{'semana': 'Lunes - Viernes: 08:00 a 19:30 hrs.<br>Sábado: 09:00 a 18:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:00 a 19:30 hrs.<br>', 'turno': ''}"
7844,FARMACIA DEL DR. SIMI,"avenida playa ancha n° 194, valparaíso",5,45,+560223673560,0,"{'semana': 'Lunes - Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
5276,FARMACIA DEL DR. SIMI,"varela 1300, coquimbo",4,31,,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
5277,FARMACIA DEL DR. SIMI,"vicuña mackenna 204, ovalle",4,40,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
5641,FARMACIA DEL DR. SIMI,balmaceda 619,4,30,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7863,FARMACIA DEL DR. SIMI,avenida el peral n° 191,5,73,+56978587705,0,"{'semana': 'Lunes - Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
5746,FARMACIA DEL DR. SIMI,"av. los carrera n° 3408, l. 7",3,21,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
6062,FARMACIA DEL ELQUI,balmaceda s/n,4,34,+56959782049,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
4010,FARMACIA DEL FORMULARIO,los clarines nº 2281,4,31,+56998757041,0,"{'semana': 'Martes - Domingo: 11:00 a 21:00 hrs.<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
4634,FARMACIA DEL FORMULARIO,av. la pampa s/n local 14 centro comercial rossi,1,11,+56948650233,0,"{'semana': 'Lunes - Viernes: 09:00 a 17:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 17:00 hrs.<br>', 'turno': ''}"
7158,FARMACIA DEL MAULE,freire nº 766,7,117,+56985016269,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
5420,FARMACIA DEL NORTE,av. ricaventura nº 11785,2,12,+56964080846,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7773,FARMACIA DERMAEXPRES,"av. pedro aguirre cerda n° 8251, local 17",2,12,+56552768792,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
