IM,NM,DR,RG,CM,TL,AT,Horario
3615,ECONAT,constitución n°490,4,36,+56532525176,0,"{'semana': 'Lunes - Viernes: 09:30 a 20:00 hrs.<br>Sábado: 09:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 20:00 hrs.<br>', 'turno': ''}"
4586,ECONATURA,blanco 1023 l-2,5,50,+562910940,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 15:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 14:00 y 15:00 a 18:00 hrs.<br>', 'turno': ''}"
5053,ECONOFARMA,"rené olivares 1427, l. 6-7",13,313,,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3280,ECONOFARMA,san diego 437 local 2,13,295,+560294797085,0,"{'semana': 'Lunes - Viernes: 08:00 a 20:00 hrs.<br>Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:00 a 20:00 hrs.<br>', 'turno': ''}"
1255,ECONOFARMA,la sinfonia 1290. l-12,13,313,+560228677861,0,"{'semana': 'Lunes - Domingo: 14:00 a 22:00 hrs.<br>Festivos: 14:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 14:00 a 22:00 hrs.<br>', 'turno': ''}"
1278,ECONOFARMA,dos norte 1373. mayorista 10,13,313,+560227466932,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
329,ECONOMICA,normandie 1885,5,51,+562933034,0,"{'semana': 'Lunes - Sábado: 09:00 a 19:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
61,ECONOMICA,santiago torres n° 149 puchuncavi,5,49,+56322791499,0,"{'semana': 'Lunes - Domingo: 09:00 a 19:30 hrs.<br>', 'dia': 'Lunes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
65,ECONOMICA,piloto alcayaga  n° 1919,5,51,+562932576,0,"{'semana': 'Lunes - Sábado: 09:00 a 19:00 hrs.<br>Domingo: 10:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
7357,ECONOMICAS,vicuña mackenna 8188,13,304,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
6995,ECONOMIK,"santiago 673, belloto norte",5,50,+56413228358,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
786,ECONOSUR,av. jose joaquin perez 6915-a,13,297,+560226452593,0,"{'semana': 'Lunes - Domingo: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
9068,Ecopharm ,maria elena 881,13,304,,0,"{'semana': 'Lunes - Viernes: 10:00 a 13:00 y 14:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 13:00 y 14:00 a 20:00 hrs.<br>', 'turno': ''}"
8037,ECOPHARMA,pedro de oña 031,13,314,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
6957,ECOPHARMA,pedro de oña 031,13,314,,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
5468,ECOPHARMA,"avenida manuel antonio matta n° 60, local 3",13,314,,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
6875,ECUAFARMA,"calle ortúzar n°801, melipilla",13,337,,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
7903,ECUAFARMA,bellavista n°018,13,317,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
6149,ECUAFARMA,emilia lascar 89,13,346,,0,"{'semana': 'Lunes - Sábado: 10:00 a 15:00 y 17:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 15:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
921,ECUANASER,balmaceda 3535-la islita,13,344,+560228190532,0,"{'semana': 'Lunes - Domingo: 09:00 a 23:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
922,ECUANASER,av. santelices 555-c,13,344,+560228199380,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 09:00 a 13:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
2576,ECUANASER,san antonio 140,13,337,+560228199380,0,"{'semana': 'Lunes - Sábado: 09:30 a 15:00 y 17:30 a 20:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 15:00 y 17:30 a 20:30 hrs.<br>', 'turno': ''}"
5846,ECUVIDA,"uribe 434, l14, la ligua",5,59,+56965293030,0,"{'semana': 'Lunes - Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
768,EFRAIN,camino lonquen norte s/n. parcela 30. parad.13,13,335,+560228555601,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:00 y 16:30 a 20:30 hrs.<br>Sábado: 09:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 14:00 y 16:30 a 20:30 hrs.<br>', 'turno': ''}"
5850,EKIS,esmeralda 1132,5,45,+56990206003 - 962298368 EDUARDO ALVARADO,0,"{'semana': 'Lunes - Sábado: 11:00 a 17:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 11:00 a 17:00 hrs.<br>', 'turno': ''}"
7053,EKIS,plazuela ecuador n°608,5,45,,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
3787,EKONOFARMA,josé santos ossa nº2250,2,12,,0,"{'semana': 'Lunes - Viernes: 09:30 a 22:00 hrs.<br>Sábado: 11:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 22:00 hrs.<br>', 'turno': ''}"
1290,EKONOFARMA ,plaza de armas 468 l-a,13,337,+560228321955,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 14:00 hrs.<br>Festivos: 10:00 a 14:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3498,EKONOFARMA,huamachuco nº8481-a,2,12,+56552844288,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 18:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 18:00 a 21:30 hrs.<br>', 'turno': ''}"
3711,EKONOFARMACIA II,juan montes esquina progreso s/n,6,104,+567289077447,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 16:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 14:00 y 16:00 a 19:00 hrs.<br>', 'turno': ''}"
6697,EKONOFARMACIAS,"av. divina providencia 92, llolleo",5,71,,0,"{'semana': 'Lunes - Sábado: 09:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
5909,EKONOPLUS,cirujano videla 1315 l-2,13,314,,0,"{'semana': 'Lunes - Viernes: 10:00 a 12:00 y 15:00 a 22:00 hrs.<br>Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 12:00 y 15:00 a 22:00 hrs.<br>', 'turno': ''}"
7404,EL ALBA,baron de judas reales 3387,13,298,,0,"{'semana': 'Lunes - Sábado: 10:00 a 13:00 y 15:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 13:00 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
758,EL ALBA,francisco javier krugger 3881. l - 1,13,334,+560228221347,0,"{'semana': 'Lunes - Domingo: 08:30 a 21:30 hrs.<br>Festivos: 08:30 a 21:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:30 hrs.<br>', 'turno': ''}"
6112,EL BIENESTAR,avenida san pablo 3162,13,295,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
843,EL BOSQUE,gran avenida jose miguel carrera  12284,13,299,+560225282647,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
8126,EL CARMEN,rey darío 2198,13,313,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
3736,EL COBRE,santa maría n° 349,6,83,+5672934463535,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
3737,EL COBRE,avenida brasil n° 1071,6,83,+56722234500,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:30 hrs.<br>Sábado: 09:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:30 hrs.<br>', 'turno': ''}"
261,EL CONDOR,esmeralda n° 443,5,55,+562421616,0,"{'semana': 'Lunes: 09:00 a 13:00 y 17:00 a 21:00 hrs.<br>Martes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
6266,EL FARO,avenida balmaceda 1099,4,30,,0,"{'semana': 'Lunes - Miércoles: 08:30 a 14:30 y 15:30 a 20:30 hrs.<br>Jueves: 08:30 a 20:30 hrs.<br>Viernes: 08:30 a 14:30 y 15:30 a 20:30 hrs.<br>Sábado: 09:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 08:30 a 14:30 y 15:30 a 20:30 hrs.<br>', 'turno': ''}"
1896,EL GATO,san alfonso 154. local 6,13,295,+560226891910,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3620,EL INDIECITO,caupolicán 484,4,38,+56532542595,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
1202,EL LIBANO ,el libano 5162,13,312,+560226292295,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
8169,EL LLANO,san ignacio 2865,13,324,,0,"{'semana': 'Lunes - Viernes: 10:00 a 17:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 17:00 hrs.<br>', 'turno': ''}"
1359,EL MANZANO,av. el manzano   690 f,13,345,+560228112451,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:30 hrs.<br>', 'turno': ''}"
4429,EL MILAGRO,cerro san cristóbal 1735,13,327,,0,"{'semana': 'Lunes - Viernes: 11:00 a 14:30 y 16:00 a 21:00 hrs.<br>Sábado: 10:30 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 11:00 a 14:30 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
7365,EL PRIMERO,padre orellana 1805,13,295,,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 15:00 a 19:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:00 a 19:00 hrs.<br>', 'turno': ''}"
6739,EL PRINICIPAL,"principal 19, local 8",13,328,,0,"{'semana': 'Lunes - Viernes: 09:30 a 21:30 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 21:30 hrs.<br>', 'turno': ''}"
4064,EL QUÍMICO,av. enrique olivares 1278,13,304,+560291299913,1,"{'semana': 'Lunes - Jueves: 10:00 a 20:00 hrs.<br>Viernes - Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
7661,EL QUIMICO,carlos wilson 1461,13,317,,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
200,EL QUISCO,av. isidoro dubornais nº 177,5,74,+56352471182,0,"{'semana': 'Lunes - Domingo: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>Festivos: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 14:00 y 16:00 a 21:00 hrs.<br>', 'turno': ''}"
6719,EL REMEDIO,"la mampara 182, local a",13,318,,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
8156,EL ROBLE,lautaro 16851,13,313,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
1669,EL SALTO,av. el salto 1875. l-3,13,321,+560226251875,0,"{'semana': 'Lunes - Viernes: 08:30 a 21:00 hrs.<br>Sábado - Domingo: 09:00 a 20:00 hrs.<br>Festivos: 09:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
