IM,NM,DR,RG,CM,TL,AT,Horario
3434,FARMACIA DROGUETT,pedro montt 296,10,265,+56642651296,0,"{'semana': 'Lunes - Viernes: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>', 'turno': ''}"
7146,"FARMACIA ECO FARMA, CAMINO PUERTAS NEGRAS","calle 4 sur, loteo poeta max jara nº4219",7,116,+56981357862,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
4482,FARMACIA ECOFARMA LAS HERAS,7 norte nº1218  5 y 6 oriente talca,7,116,+560993460353,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 16:30 a 21:30 hrs.<br>Sábado: 10:00 a 00:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 16:30 a 21:30 hrs.<br>', 'turno': ''}"
9294,FARMACIA ECONOMIK ,valle del paraíso 2746,5,50,,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6091,FARMACIA ECONOSUR,pasaje roberto bolaños n° 1890 villarrica,9,219,+5698418705,0,"{'semana': 'Lunes - Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
6123,FARMACIA EL AMIGO DEL PUEBLO,avda. playa brava n° 2125,1,5,+56+56988084520,0,"{'semana': 'Lunes - Domingo: 11:00 a 21:00 hrs.<br>Festivos: 11:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 11:00 a 21:00 hrs.<br>', 'turno': ''}"
4900,FARMACIA EL BOTICARIO,avenida abate molina nº663,7,144,+562310557,0,"{'semana': 'Lunes - Viernes: 09:30 a 13:30 y 16:00 a 20:00 hrs.<br>Sábado: 09:30 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 13:30 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
3865,FARMACIA EL CARMEN,brasil n° 699,7,138,,0,"{'semana': 'Lunes - Domingo: 09:00 a 20:00 hrs.<br>Festivos: 09:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3815,FARMACIA EL CARMEN,1 norte n° 175,7,140,,0,"{'semana': 'Lunes - Martes: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>Miércoles: 09:00 a 21:00 hrs.<br>Jueves: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>Viernes: 09:00 a 21:00 hrs.<br>Sábado: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 15:00 a 21:00 hrs.<br>', 'turno': ''}"
6006,FARMACIA EL CARMEN Nº2,avenida bernardo o´higgins nº479-b linares,7,139,+560732219028,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
40,FARMACIA EL MELON,isabel brown n° 123,5,69,+56034 - 2591629,0,"{'semana': 'Lunes - Viernes: 12:00 a 21:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 12:00 a 21:00 hrs.<br>', 'turno': ''}"
8098,FARMACIA EL RETIRO,el retiro 380,5,50,+56998311688,0,"{'semana': 'Lunes - Sábado: 09:30 a 19:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 19:30 hrs.<br>', 'turno': ''}"
6642,FARMACIA EL SOL,valdivia nº157,7,135,+5697930306,0,"{'semana': 'Lunes - Viernes: 09:00 a 13:00 y 16:00 a 19:30 hrs.<br>Sábado: 09:00 a 19:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 16:00 a 19:30 hrs.<br>', 'turno': ''}"
3959,FARMACIA EL SOL,26 sur nº 457 esq. 4 pte,7,116,,0,"{'semana': 'Lunes - Sábado: 00:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 00:00 a 22:00 hrs.<br>', 'turno': ''}"
5239,FARMACIA EL TREBOL,av. laguna redonda pasaje 17 n° 425,8,146,,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:00 y 15:00 a 19:30 hrs.<br>Sábado: 11:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 14:00 y 15:00 a 19:30 hrs.<br>', 'turno': ''}"
9381,FARMACIA ELIXIR,isabel riquelme 665,16,179,+56981304653,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7305,FARMACIA EMA,rengo 1014,8,146,,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
9236,FARMACIA EMILUC,rancagua 2740,1,5,+56933228510,0,"{'semana': 'Lunes - Sábado: 11:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 11:00 a 20:00 hrs.<br>', 'turno': ''}"
9267,FARMACIA ENDESALUD,"alonso de ercilla n° 279, local c",16,179,+56975658850,0,"{'semana': 'Lunes - Viernes: 10:00 a 18:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 18:00 hrs.<br>', 'turno': ''}"
3911,FARMACIA ENOC,o´higgins n° 760-b,7,129,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
9265,FARMACIA ENTRE PUEBLOS,avenida doctor moore n 62-a,6,105,+56995815707,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
7237,FARMACIA EPUFARMA,javiera carrera nº 1555 local 1,9,200,,0,"{'semana': 'Lunes - Viernes: 09:30 a 20:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: 11:00 a 19:00 hrs.<br>Festivos: 11:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 09:30 a 20:00 hrs.<br>', 'turno': ''}"
7999,FARMACIA ESENCIAL,o'higgins nº 333,5,64,,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
7095,FARMACIA ESFARMA,"avenida república nº 770, local nº 1b y local nº12",9,210,,1,"{'semana': 'Lunes - Viernes: 09:30 a 19:00 hrs.<br>Sábado - Domingo: 10:00 a 17:00 hrs.<br>Festivos: 10:00 a 17:00 hrs.<br>', 'dia': 'Lunes: 09:30 a 19:00 hrs.<br>', 'turno': ''}"
8129,FARMACIA ESPACIO BILBAO IQUIQUE,"francisco bilbao n°3634, local 3",1,5,+560222243300,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7205,FARMACIA ESPACIO PIEL,"coquimbo 349, segundo piso, interior ctinica dermatológica valle norte",4,40,,0,"{'semana': 'Lunes - Viernes: 09:30 a 13:30 y 15:00 a 18:30 hrs.<br>Sábado: 09:30 a 13:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 13:30 y 15:00 a 18:30 hrs.<br>', 'turno': ''}"
6309,FARMACIA ESTACIóN,avenida monseñor enrique alvear nº285,7,126,+56965098735,0,"{'semana': 'Lunes - Viernes: 09:30 a 18:00 hrs.<br>Sábado: 11:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 18:00 hrs.<br>', 'turno': ''}"
3956,FARMACIA ESTACION,calle 12 norte nº 1590,7,116,+56081496009,0,"{'semana': 'Lunes - Sábado: 10:30 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:30 a 21:30 hrs.<br>', 'turno': ''}"
7171,FARMACIA EXPRES JH,anibal pinto nº328 local 108,7,141,+56932569746,0,"{'semana': 'Lunes - Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
3953,FARMACIA EXPRESS,8 sur 29 y 30 oriente  nº2987 talca,7,116,,0,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 15:30 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:30 a 20:00 hrs.<br>', 'turno': ''}"
5115,FARMACIA EXPRESS,calle 29 sur 13 poniente nº161 talca,7,116,+560974082661,0,"{'semana': 'Lunes - Viernes: 16:00 a 20:00 hrs.<br>Sábado: 14:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 16:00 a 20:00 hrs.<br>', 'turno': ''}"
2400,FARMACIA EXTERNA CLINICA ANDES SALUD CONCEPCION,av. jorge alessandri 2047,8,157,+56412666000,0,"{'semana': 'Lunes - Viernes: 09:30 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 19:00 hrs.<br>', 'turno': ''}"
9071,FARMACIA FAGGANI,calle  caupolican 720,4,43,+5656940421295,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7964,FARMACIA FAMILIAR,avenida argentina n° 383,5,45,,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 15:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
8064,FARMACIA FAMILIAR,esmeralda 537,5,55,+569352312258,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
351,FARMACIA FAMILIAR ,republica 221,5,68,+562417707,0,"{'semana': 'Lunes - Domingo: 09:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7954,FARMACIA FARMA AL DIA,paicavi 1376 local 1,8,146,,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
6323,FARMACIA FARMA ATACAMA,av. el palomar n° 1419,3,21,+5676243712,0,"{'semana': 'Lunes - Sábado: 09:00 a 13:00 y 17:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 17:00 a 21:00 hrs.<br>', 'turno': ''}"
3516,FARMACIA FARMA LAWEN,huichahue nº260,9,211,+56964407199,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
6884,FARMACIA FARMA MAYRA,lazcano nº 270,9,220,+5661427499,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
4297,FARMACIA FARMA PAZ,"balmaceda nº1015, local 1, edificio feleming, la serena",4,30,+56959749642,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
7060,FARMACIA FARMA RANCO,"joaquin prieto n°530, local 7",14,243,+56963290300,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
8012,Farmacia Farma Sur,constitución 380,5,46,+56949575470,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
4855,FARMACIA FARMABOTICA,"balmaceda 1115, la serena",4,30,+56966873015,0,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3957,FARMACIA FARMACENTER,2 norte nº 3158,7,116,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7218,FARMACIA FARMACENTRAL,"alameda 386, loc 2",6,83,+56722596848,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
3967,FARMACIA FARMACITY,"20 sur n°318, villa ecuador",7,116,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7935,FARMACIA FARMACLEVER,"av. libertador bernardo o´higgins 634, local 1",6,83,,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado: 10:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
7150,FARMACIA FARMACONTIGO,1 oriente b nº2108,7,120,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
6743,FARMACIA FARMADERM,5 oriente nº1166 talca,7,116,+562679904,1,"{'semana': 'Lunes - Viernes: 09:30 a 19:30 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 19:30 hrs.<br>', 'turno': ''}"
6306,FARMACIA FARMAELQUI,"pasaje j 496, tierras blancas",4,31,+56985022750,0,"{'semana': 'Lunes - Viernes: 09:00 a 18:00 hrs.<br>Sábado: 09:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 18:00 hrs.<br>', 'turno': ''}"
3526,FARMACIA FARMAEXPRESS,crnel. ilabaca nº 810,9,221,+56452713754,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
7078,FARMACIA FARMAFAST,chillan 1020,6,106,+56991453523,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 11:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
9164,Farmacia Farmagratis,arlegui 631,5,53,+56981316872,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:30 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
7779,FARMACIA FARMAHORRA,maipu nº 191,5,55,+56342-471184 / 964481667,1,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7172,FARMACIA FARMAHORRO,chacabuco nº640 locales c y d,7,138,+56921674520,0,"{'semana': 'Lunes - Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6661,FARMACIA FARMAHORRO,libertad nº247 chanco,7,127,+560997717862,0,"{'semana': 'Lunes - Sábado: 09:00 a 13:00 y 15:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
7998,FARMACIA FARMAHORRO 24/7,"blanco encalada nº 456, local 5",5,64,+5699999,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
9133,FARMACIA FARMAHORRO DISTRIBUIDORA IVONNE ,blanco encalada 43,5,64,+56972479021,0,"{'semana': 'Lunes - Viernes: 09:30 a 19:00 hrs.<br>Sábado: 10:00 a 17:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 19:00 hrs.<br>', 'turno': ''}"
7497,FARMACIA FARMALAB,blanco 1199 local 2,5,45,+56997998976,0,"{'semana': 'Lunes - Viernes: 08:30 a 18:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
7203,FARMACIA FARMALIFE,benito ocampo 11640 local 15,2,12,+569933358665,0,"{'semana': 'Lunes - Viernes: 10:00 a 13:30 y 16:00 a 20:00 hrs.<br>Sábado: 10:00 a 13:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 13:30 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
7159,FARMACIA FARMALILAS,avda. san rafael nº376 local d,7,125,+56977752231,0,"{'semana': 'Lunes - Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6741,FARMACIA FARMALUZ,lincoyan n° 1089 local 1,8,146,,0,"{'semana': 'Lunes - Sábado: 09:30 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 19:00 hrs.<br>', 'turno': ''}"
4887,FARMACIA FARMANDINA,"av. progreso 2000, local 74, rampa 2, iquique",1,5,+56572410564,0,"{'semana': 'Lunes - Domingo: 08:30 a 16:30 hrs.<br>Festivos: 08:30 a 16:30 hrs.<br>', 'dia': 'Lunes: 08:30 a 16:30 hrs.<br>', 'turno': ''}"
7232,FARMACIA FARMANOR,carlos van buren n° 507,3,21,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
6617,FARMACIA FARMANOVA,"inmaculada concepción nº180, local 3",5,71,,0,"{'semana': 'Lunes - Sábado: 09:30 a 19:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 19:30 hrs.<br>', 'turno': ''}"
6835,FARMACIA FARMANOVA,centenario nº 176,5,71,,0,"{'semana': 'Lunes - Sábado: 09:30 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 20:00 hrs.<br>', 'turno': ''}"
3665,FARMACIA FARMANUESTRA,bandera nº 7525,2,12,+56552551585,0,"{'semana': 'Lunes - Viernes: 09:30 a 14:00 y 16:30 a 21:30 hrs.<br>Sábado: 10:00 a 15:00 y 17:30 a 21:00 hrs.<br>Domingo: 10:00 a 15:00 hrs.<br>Festivos: 10:00 a 15:00 hrs.<br>', 'dia': 'Lunes: 09:30 a 14:00 y 16:30 a 21:30 hrs.<br>', 'turno': ''}"
6924,FARMACIA FARMAP,"pje. montalban n° 1251, villa o'higgins",3,21,+56522286016,0,"{'semana': 'Lunes - Viernes: 09:00 a 13:00 y 16:00 a 20:00 hrs.<br>Sábado: 09:00 a 13:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 13:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
7320,FARMACIA FARMAPLUS,arturo prat nº2389,7,143,+56983458999,0,"{'semana': 'Lunes - Martes: 10:00 a 13:30 y 14:30 a 19:00 hrs.<br>Miércoles - Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 13:30 y 14:30 a 19:00 hrs.<br>', 'turno': ''}"
4381,FARMACIA FARMAPLUSS,"prat nº 785, taltal",2,15,+56552612199,1,"{'semana': 'Lunes - Sábado: 10:00 a 21:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:30 hrs.<br>', 'turno': ''}"
7941,FARMACIA FARMAPUEBLO,arlegui nº 867,5,53,+56954988847,0,"{'semana': 'Lunes - Sábado: 09:00 a 19:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:30 hrs.<br>', 'turno': ''}"
3719,FARMACIA FARMAS,monseñor larraín n° 1499,6,106,+56722718696,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
6643,FARMACIA FARMAS,blanco encalada n° 476 local6 pitrufquen,9,213,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
6372,FARMACIA FARMAS,"avenida comercio 1990, local4",6,100,+56+56961496694,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 15:00 a 20:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:00 a 20:00 hrs.<br>', 'turno': ''}"
7566,FARMACIA FARMAS,"avenida centenario n° 22, local 30",5,71,,0,"{'semana': 'Lunes - Viernes: 10:00 a 19:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 19:00 hrs.<br>', 'turno': ''}"
8061,FARMACIA FARMÁS,avenida san juan bosco 2119,8,146,+56111111111,0,"{'semana': 'Lunes - Viernes: 09:00 a 19:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
6025,FARMACIA FARMAS 2,pisagua 12,6,108,,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 15:00 a 19:30 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:00 a 19:30 hrs.<br>', 'turno': ''}"
3118,FARMACIA FARMASALUD,"av. el palomar n° 1525, int. unimarc",3,21,+56522212561,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 09:30 a 22:00 hrs.<br>Festivos: 09:30 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
4563,FARMACIA FARMASALUD,prat nº762 curicó,7,129,+5657985420,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7206,FARMACIA FARMASKIN,"avenida videla 348, local 6 edificio strip center arenas de coquimbo",4,31,,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 15:00 a 19:00 hrs.<br>Sábado: 10:00 a 15:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:00 a 19:00 hrs.<br>', 'turno': ''}"
3824,FARMACIA FARMASUR,huamachuco n° 830,7,124,,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3884,FARMACIA FARMASUR,freire n° 805-b,7,117,,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
3149,FARMACIA FARMATERRA,miguel lemeur   n° 418,3,23,+56522329554,0,"{'semana': 'Lunes - Sábado: 09:00 a 14:00 y 16:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 14:00 y 16:00 a 22:00 hrs.<br>', 'turno': ''}"
6810,FARMACIA FARMATERRA,"av. cancha rayada n° 419, l. 1-2, stripcenter la chimba",3,21,,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: 10:00 a 14:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
8002,FARMACIA FARMATODO,los leones n° 790 (acceso por riquelme 751),8,162,+5611111111,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
9109,FARMACIA FARMATOTAL  L-09,"avenida pablo neruda n°02491,temuco",9,200,+56452219471,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
6437,FARMACIA FARMATOTAL 2,camilo henriquez n° 392,9,219,,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
6650,FARMACIA FARMATOTAL 4,camilo henriquez nª 558 villarrica,9,219,+562412746,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7973,FARMACIA FARMATOTAL L 06,"avda. bernardo o´higgins n° 311 local 04, pucon",9,214,+56452755888,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
7975,FARMACIA FARMATOTAL L-07,avda. jose manuel balmaceda n° 421,9,208,+562885097,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
9017,FARMACIA FARMATOTAL L-08,manuel bulnes n° 396,9,200,+5656996966163,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
7818,FARMACIA FARMATUYA,"los claveles, 455, local 2, huertos familiares",8,153,,0,"{'semana': 'Lunes - Viernes: 09:00 a 16:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 16:00 hrs.<br>', 'turno': ''}"
9025,FARMACIA FARMAUNIÓN,victoria 2830,5,45,,0,"{'semana': 'Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
4888,FARMACIA FARMAVECINA,astorga nº 319,6,83,,0,"{'semana': 'Lunes - Viernes: 10:00 a 20:00 hrs.<br>Sábado: 10:00 a 16:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
