IM,NM,DR,RG,CM,TL,AT,Horario
6636,FARMACIA  FARMACONTIGO,"3 sur nº2117, local 101",7,116,+56933124078,0,"{'semana': 'Lunes - Viernes: 17:30 a 23:30 hrs.<br>Sábado - Domingo: 12:00 a 20:00 hrs.<br>Festivos: 12:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 17:30 a 23:30 hrs.<br>', 'turno': ''}"
7494,FARMACIA  MI BARRIO,avenida balmaceda 4958,4,30,,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 15:00 a 19:00 hrs.<br>Sábado: 09:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 15:00 a 19:00 hrs.<br>', 'turno': ''}"
3133,FARMACIA  SALCOBRAND,chacabuco  n° 393,3,21,+56522238916,1,"{'semana': 'Lunes - Sábado: 08:30 a 21:00 hrs.<br>Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3134,FARMACIA  SALCOBRAND,"colipi  n° 484, mall plaza real",3,21,"+560224223300, anexo 5333",1,"{'semana': 'Lunes - Sábado: 08:30 a 21:00 hrs.<br>Domingo: 10:00 a 19:00 hrs.<br>Festivos: 10:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3135,FARMACIA  SALCOBRAND,maipu n° 355,3,21,+562219975,1,"{'semana': 'Lunes - Sábado: 08:30 a 21:00 hrs.<br>Domingo: 10:00 a 19:00 hrs.<br>Festivos: 10:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 21:00 hrs.<br>', 'turno': ''}"
3137,FARMACIA  SALCOBRAND,arturo prat  n° 1120,3,26,+56512619226,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 10:00 a 22:30 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
4382,FARMACIA  SALCOBRAND,"maipu n° 110, mall plaza copiapo",3,21,,1,"{'semana': 'Lunes - Domingo: 11:00 a 20:00 hrs.<br>Festivos: 11:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 11:00 a 20:00 hrs.<br>', 'turno': ''}"
4106,FARMACIA + VIDA,carmen nº320,7,129,,0,"{'semana': 'Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: Cerrado', 'turno': ''}"
3944,FARMACIA 11 ORIENTE,11 oriente n° 1397 3 norte,7,116,,0,"{'semana': 'Lunes - Sábado: 09:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
6193,FARMACIA 18,18 de septiembre 1394,15,1,+56232678439,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
7821,FARMACIA 21 DE MAYO,"o'higgins poniente n°77, local 5",8,146,+5611111111,0,"{'semana': 'Lunes - Viernes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>Sábado: 10:00 a 14:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
5385,FARMACIA 21 DE MAYO,avenida 21 de mayo 2637 local 3,8,146,,1,"{'semana': 'Lunes - Sábado: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 14:00 y 16:00 a 20:00 hrs.<br>', 'turno': ''}"
6369,FARMACIA A.L.A.,los clarines 1195,4,31,+5622 323 9716,0,"{'semana': 'Lunes - Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 20:00 hrs.<br>', 'turno': ''}"
5961,FARMACIA A.L.A.,gabriel gonzalez videla 3445,4,30,+56961015246,0,"{'semana': 'Lunes - Sábado: 09:30 a 13:30 y 15:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 13:30 y 15:00 a 19:00 hrs.<br>', 'turno': ''}"
7144,FARMACIA ACEVEDO,14 de febrero n°2001,2,12,+56992089343,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
4472,FARMACIA ACEVEDO,"av. pedro aguirre cerda nº 8251, local 24",2,12,,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 09:00 a 18:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5739,FARMACIA ADONAY,manuel castro ramos n°2495,1,5,+56572570930,0,"{'semana': 'Lunes - Sábado: 10:30 a 18:30 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:30 a 18:30 hrs.<br>', 'turno': ''}"
7693,FARMACIA AHORRO,tomas argomedo 1667,6,96,+56984760958,0,"{'semana': 'Lunes - Viernes: 09:30 a 13:30 y 15:30 a 19:30 hrs.<br>Sábado: 10:00 a 13:00 y 15:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:30 a 13:30 y 15:30 a 19:30 hrs.<br>', 'turno': ''}"
5183,FARMACIA AHORRO MAS,juan antonio rios 43,8,163,,0,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3147,FARMACIA AHUMADA,av. copayapu n° 2296,3,21,+5602232740630,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
4564,FARMACIA AHUMADA,"av. los carrera n° 3791, int. lider",3,21,+5602232740714,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3467,FARMACIA AHUMADA,latorre nº 1979,2,16,+560226313120,0,"{'semana': 'Lunes - Sábado: 09:00 a 23:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
3794,FARMACIA AHUMADA,av. argentina nº 1105,2,12,+560226313123,1,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3576,FARMACIA AHUMADA,carretera el cobre n° 759,6,83,+560226313162,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3779,FARMACIA AHUMADA,rafael casanova n°104,6,115,+560226313236,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3489,FARMACIA AHUMADA,"av. angamos nº 745, local 2040",2,12,+5626313114,0,"{'semana': 'Lunes - Domingo: 09:00 a 21:00 hrs.<br>Festivos: 09:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
5431,FARMACIA AHUMADA,"teresa wilms montt 2263, iquique",1,5,+569977757349,1,"{'semana': 'Lunes - Domingo: 08:30 a 18:00 hrs.<br>Festivos: 08:30 a 18:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 18:00 hrs.<br>', 'turno': ''}"
3490,FARMACIA AHUMADA,av. universidad de antofagasta nº 2751,2,12,+560226313051,0,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
314,FARMACIA AHUMADA,héroes de la concepción 2653  supermercado lider,1,5,+5602232740357,1,"{'semana': 'Lunes - Sábado: 08:30 a 19:00 hrs.<br>Domingo: 09:00 a 19:00 hrs.<br>Festivos: 09:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 08:30 a 19:00 hrs.<br>', 'turno': ''}"
3842,FARMACIA AHUMADA,anibal pinto n°640,7,141,,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3534,FARMACIA AHUMADA,gral. lagos nº 567,9,231,+56452910252,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3861,FARMACIA AHUMADA,independencia n° 611,7,138,,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:30 hrs.<br>Domingo: 11:00 a 21:00 hrs.<br>Festivos: 11:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
3862,FARMACIA AHUMADA,av. anibal león bustos n° 280,7,138,,1,"{'semana': 'Lunes - Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3863,FARMACIA AHUMADA,independencia n° 535,7,138,,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3625,FARMACIA AHUMADA,carretera el cobre n°190,6,83,+560226313225,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3783,FARMACIA AHUMADA,"carlos condell n°100, local 1.",6,97,+567226313274,1,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado - Domingo: 10:00 a 20:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3495,FARMACIA AHUMADA,caparrosa nº355,2,12,+560226313428,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 11:00 a 14:00 y 17:00 a 22:00 hrs.<br>Festivos: 11:00 a 14:00 y 17:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3661,FARMACIA AHUMADA,carretera el cobre n° 1002,6,83,+560226313777,1,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado y Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3518,FARMACIA AHUMADA,lautaro nº 84,9,221,+56452715708,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3929,FARMACIA AHUMADA,1 sur nº 1399,7,116,,1,"{'semana': 'Lunes - Sábado: 09:00 a 23:00 hrs.<br>Domingo: 12:00 a 21:00 hrs.<br>Festivos: 12:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 23:00 hrs.<br>', 'turno': ''}"
9082,FARMACIA AHUMADA,maipú 110,3,21,,0,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: 10:00 a 21:00 hrs.<br>Festivos: 10:00 a 20:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3785,FARMACIA AHUMADA,av. balmaceda nº 2408,2,12,+560226313378,1,"{'semana': 'Lunes - Viernes: 10:00 a 22:00 hrs.<br>Sábado: 11:00 a 22:00 hrs.<br>Domingo: 12:00 a 22:00 hrs.<br>Festivos: 12:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
3475,FARMACIA AHUMADA,"av. balmaceda nº 3242, l-116",2,16,+560226313258,1,"{'semana': 'Lunes - Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 22:00 hrs.<br>', 'turno': ''}"
3803,FARMACIA AHUMADA,"zenteno nº 21, interior lider",2,12,+565526313124,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:30 hrs.<br>Festivos: 09:00 a 22:30 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:30 hrs.<br>', 'turno': ''}"
3786,FARMACIA AHUMADA,arturo prat nº 605,2,12,+560226313121,0,"{'semana': 'Lunes - Sábado: 10:00 a 21:00 hrs.<br>Domingo: 11:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 10:00 a 21:00 hrs.<br>', 'turno': ''}"
3476,FARMACIA AHUMADA,"av. balmaceda nº 3242, int. lider",2,16,+560226313470,1,"{'semana': 'Lunes - Jueves: 09:00 a 22:00 hrs.<br>Viernes - Sábado: 09:00 a 23:00 hrs.<br>Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 23:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
5344,FARMACIA AHUMADA,"avenida chorrrillos nº1821, local 1",7,143,+56977766527,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3890,FARMACIA AHUMADA,jesus pons n° 409,7,129,,1,"{'semana': 'Lunes - Domingo: 09:00 a 22:00 hrs.<br>Festivos: 09:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3453,FARMACIA AHUMADA ,eleuterio ramirez nº 2092,2,16,+560226313802,1,"{'semana': 'Lunes - Sábado: 09:00 a 21:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
297,FARMACIA AHUMADA,bilbao esquina padre hurtado,1,5,+56232740573,1,"{'semana': 'Lunes - Sábado: 09:00 a 19:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 19:00 hrs.<br>', 'turno': ''}"
3769,FARMACIA AHUMADA,manuel rodriguez n° 902,6,106,+560226313163,0,"{'semana': 'Lunes - Viernes: 09:00 a 22:00 hrs.<br>Sábado: 10:00 a 22:00 hrs.<br>Domingo: 11:00 a 22:00 hrs.<br>Festivos: 11:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3807,FARMACIA AHUMADA,hijuelas n°3 ( servicentro ruta 5 sur),6,92,+560226313029,1,"{'semana': 'Lunes - Sábado: 09:00 a 22:00 hrs.<br>Domingo: 10:00 a 22:00 hrs.<br>Festivos: 10:00 a 22:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 22:00 hrs.<br>', 'turno': ''}"
3832,FARMACIA AHUMADA,arturo prat n° 2405,7,143,,1,"{'semana': 'Lunes - Domingo: 00:00 a 00:00 hrs.<br>Festivos: 00:00 a 00:00 hrs.<br>', 'dia': 'Lunes: 00:00 a 00:00 hrs.<br>', 'turno': ''}"
3789,FARMACIA AHUMADA,maipú nº 689,2,12,+560226313122,0,"{'semana': 'Lunes - Viernes: 09:00 a 21:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: Cerrado<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
3336,FARMACIA AHUMADA ,eleuterio  ramirez 981,10,263,+562421561,1,"{'semana': 'Lunes - Viernes: 09:00 a 20:00 hrs.<br>Sábado: 10:00 a 20:00 hrs.<br>Domingo: 11:00 a 19:00 hrs.<br>Festivos: 11:00 a 19:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 20:00 hrs.<br>', 'turno': ''}"
3918,FARMACIA AHUMADA,1 norte nº 1472,7,116,,1,"{'semana': 'Lunes - Domingo: 09:00 a 21:00 hrs.<br>Festivos: 09:00 a 21:00 hrs.<br>', 'dia': 'Lunes: 09:00 a 21:00 hrs.<br>', 'turno': ''}"
